id,Caracteristica asignada,Justificación
1774,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1775,Eficacia,El médico no podrá realizar diagnósticos precisos debido a la falta de información sobre el paciente.
1776,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1777,Eficiencia,"Hay un mal manejo del recurso del tiempo, al demorar mucho en el guardado"
1778,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1779,Ausencia de riesgo,La discrepancia crea el riesgo de pérdidas económicas o ganancias mal declaradas.
1780,Eficacia,Sin el reporte de laboratorio externo la información para los diagnósticos está incompleta y no se puede diagnosticar correctamente
1781,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1782,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1783,Eficacia,El usuario no logra cumplir con su objetivo de agendar una cita.
1784,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1785,Eficacia,"El sistema falla en la precisión al no actualizar el inventario tras la entrega. Esto impide que Farmacia cumpla el objetivo de mantener un registro exacto del stock, afectando la completitud y exactitud de la operación."
1786,Eficacia,"El sistema falla en la precisión de la transacción, ya que el pago realizado no se registra. Esto impide que el paciente alcance el objetivo de confirmar exitosamente su consulta."
1787,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1788,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1789,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1790,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1791,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1792,Eficiencia,"Hay un mal manejo del recurso del tiempo, al demorar mucho en el guardado"
1793,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1794,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1795,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1796,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1797,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1798,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1799,Eficacia,No se cumple el objetivo de liberar el cupo para otras citas
1800,Eficacia,"El sistema carece de precisión al permitir la asignación de un mismo turno a dos personas simultáneamente. Esto impide que al personal su objetivo de gestionar la agenda médica de forma correcta, generando un flujo de trabajo con datos inconsistentes."
1801,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1802,Eficacia,No se cumple el objetivo de liberar el cupo para otras citas
1803,Eficacia,"El sistema carece de precisión al permitir la asignación de un mismo turno a dos personas simultáneamente. Esto impide que al personal su objetivo de gestionar la agenda médica de forma correcta, generando un flujo de trabajo con datos inconsistentes."
1804,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1805,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1806,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1807,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1808,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1809,Eficacia,El cliente no puede completar el proceso de confirmación.
1810,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1811,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1812,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
1813,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
