id,fecha,modulo,descripcion,rol_usuario,sede,Caracteristica,palabras clave,Caracteristica asignada
3604,4/9/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Cuenca,,,Ausencia de riesgo
3707,4/9/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Medico,Quito,,,Eficacia
1164,4/10/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Guayaquil,,,Eficacia
1526,4/10/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Guayaquil,,,Eficacia
1740,4/10/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Quito,,,Cobertura de contexto
1790,4/10/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Cuenca,,,Eficacia
1806,4/10/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Ambato,,,Eficacia
2062,4/10/2025,Reportes Gerenciales,El dashboard de indicadores no refleja los datos del ultimo cierre,Gerencia,Guayaquil,,,Eficacia
2175,4/10/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Guayaquil,,,Eficacia
3138,4/10/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Quito,,,Eficacia
3378,4/10/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Paciente,Quito,,,Eficacia
3752,4/10/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Guayaquil,,,Eficacia
1032,4/11/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Manta,,,Ausencia de riesgo
1121,4/11/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Quito,,,Eficacia
1304,4/11/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Manta,,,Eficacia
2144,4/11/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Ambato,,,Eficacia
2752,4/11/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Guayaquil,,,Ausencia de riesgo
2945,4/11/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Manta,,,Eficacia
3183,4/11/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 27s,Enfermeria,Quito,,,Eficiencia
3466,4/11/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Quito,,,Eficacia
3772,4/11/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Quito,,,Eficiencia
1385,4/12/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Medico,Ambato,,,Eficacia
2040,4/12/2025,Portal Citas,Usuario no logra agendar tras 5 intentos,Paciente,Guayaquil,,,Eficacia
2953,4/12/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Quito,,,Eficacia
3103,4/12/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Quito,,,Ausencia de riesgo
3794,4/12/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito,,,Eficacia
1138,4/13/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Guayaquil,,,Satisfacción
1507,4/13/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Cuenca,,,Eficacia
1575,4/13/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Quito,,,Eficacia
1631,4/13/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Farmacia,Cuenca,,,Eficacia
1792,4/13/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Enfermeria,Guayaquil,,,Ausencia de riesgo
1842,4/13/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 29s,Enfermeria,Cuenca,,,Eficiencia
1910,4/13/2025,Portal Citas,Usuario no logra agendar tras 3 intentos,Admision,Quito,,,Eficacia
1932,4/13/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 34s,Enfermeria,Manta,,,Eficiencia
2061,4/13/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Quito,,,Eficacia
2066,4/13/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Quito,,,Eficacia
2078,4/13/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Quito,,,Eficacia
3079,4/13/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Manta,,,Ausencia de riesgo
3345,4/13/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Medico,Cuenca,,,Eficacia
1232,4/14/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Quito,,,Eficacia
2305,4/14/2025,Facturacion,Error de calculo en el copago del seguro medico,Admision,Ambato,,,Ausencia de riesgo
2408,4/14/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Manta,,,Eficacia
2441,4/14/2025,Telemedicina,Videollamada se corta a los 5 minutos,Medico,Ambato,,,Eficacia
2853,4/14/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Guayaquil,,,Eficacia
3584,4/14/2025,HCE,Tiempo de carga de la ficha clinica supera los 35s en horas pico,Medico,Cuenca,,,Eficiencia
1064,4/15/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Manta,,,Ausencia de riesgo
1407,4/15/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Quito,,,Eficacia
1523,4/15/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Quito,,,Eficacia
2041,4/15/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Quito,,,Eficacia
2202,4/15/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Quito,,,Eficacia
3010,4/15/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Quito,,,Eficacia
3239,4/15/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Guayaquil,,,Eficacia
3486,4/15/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Quito,,,Satisfacción
3785,4/15/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito,,,Ausencia de riesgo
1152,4/16/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Cuenca,,,Ausencia de riesgo
1514,4/16/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 25 minutos,Gerencia,Manta,,,Eficiencia
2227,4/16/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Ambato,,,Eficacia
2555,4/16/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito,,,Eficacia
3040,4/16/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Quito,,,Ausencia de riesgo
1224,4/17/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Quito,,,Eficacia
1412,4/17/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Cuenca,,,Ausencia de riesgo
1546,4/17/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Ambato,,,Eficacia
2211,4/17/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Guayaquil,,,Eficacia
2627,4/17/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Cuenca,,,Eficacia
3720,4/17/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Quito,,,Eficacia
3857,4/17/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Quito,,,Eficacia
2027,4/18/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Quito,,,Eficacia
2058,4/18/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Guayaquil,,,Eficacia
3215,4/18/2025,Facturacion,Retraso de 22s al procesar el pago con tarjeta de credito,Admision,Quito,,,Eficiencia
3545,4/18/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Quito,,,Eficacia
3565,4/18/2025,Facturacion,El sistema no permite anular una factura emitida por error,Admision,Quito,,,Eficacia
3777,4/18/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Manta,,,Eficacia
1542,4/19/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Quito,,,Eficacia
1844,4/19/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Cuenca,,,Eficacia
1864,4/19/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Guayaquil,,,Eficacia
1930,4/19/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Quito,,,Satisfacción
2178,4/19/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Quito,,,Eficacia
2671,4/19/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Manta,,,Eficacia
1041,4/20/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Ambato,,,Eficacia
1484,4/20/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Quito,,,Eficacia
1819,4/20/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Quito,,,Eficacia
1903,4/20/2025,Reportes Gerenciales,El dashboard de indicadores no refleja los datos del ultimo cierre,Gerencia,Manta,,,Eficacia
2771,4/20/2025,Laboratorio,Retraso de 27s en la disponibilidad de resultados criticos,Medico,Cuenca,,,Eficiencia
3351,4/20/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Enfermeria,Guayaquil,,,Ausencia de riesgo
3817,4/20/2025,HCE,Tiempo de carga de la ficha clinica supera los 22s en horas pico,Medico,Cuenca,,,Eficiencia
2259,4/21/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Manta,,,Eficacia
2548,4/21/2025,Facturacion,Error de calculo en el copago del seguro medico,Admision,Quito,,,Ausencia de riesgo
2781,4/21/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Guayaquil,,,Eficacia
2815,4/21/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito,,,Ausencia de riesgo
2874,4/21/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Guayaquil,,,Eficacia
3287,4/21/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Guayaquil,,,Eficacia
3374,4/21/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Ambato,,,Eficacia
3767,4/21/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Quito,,,Eficacia
1068,4/22/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Cuenca,,,Cobertura de contexto
1500,4/22/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Guayaquil,,,Ausencia de riesgo
1692,4/22/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Quito,,,Eficacia
1721,4/22/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Admision,Ambato,,,Eficacia
2107,4/22/2025,Telemedicina,Videollamada se corta a los 5 minutos,Medico,Manta,,,Eficacia
2730,4/22/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Manta,,,Eficacia
3646,4/22/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Guayaquil,,,Eficacia
3672,4/22/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Paciente,Quito,,,Eficacia
3677,4/22/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Guayaquil,,,Eficacia
2059,4/23/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Guayaquil,,,Eficacia
2156,4/23/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Guayaquil,,,Eficacia
2208,4/23/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Guayaquil,,,Eficacia
2273,4/23/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Cuenca,,,Eficacia
2364,4/23/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Guayaquil,,,Eficacia
2400,4/23/2025,Laboratorio,Retraso de 17s en la disponibilidad de resultados criticos,Enfermeria,Cuenca,,,Eficiencia
2464,4/23/2025,HCE,Nota de evolucion tarda 22s en guardarse,Medico,Ambato,,,Eficiencia
2732,4/23/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Admision,Guayaquil,,,Satisfacción
2734,4/23/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Cuenca,,,Eficacia
2747,4/23/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Paciente,Quito,,,Eficacia
2913,4/23/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Quito,,,Ausencia de riesgo
3069,4/23/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Quito,,,Eficacia
3152,4/23/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Medico,Guayaquil,,,Eficacia
1033,4/24/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Enfermeria,Guayaquil,,,Eficacia
1397,4/24/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Quito,,,Satisfacción
1912,4/24/2025,HCE,Nota de evolucion tarda 21s en guardarse,Enfermeria,Ambato,,,Eficiencia
2522,4/24/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Paciente,Manta,,,Eficacia
2617,4/24/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Guayaquil,,,Satisfacción
2809,4/24/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Ambato,,,Eficacia
2984,4/24/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Guayaquil,,,Ausencia de riesgo
3290,4/24/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Quito,,,Ausencia de riesgo
3316,4/24/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Manta,,,Satisfacción
3897,4/24/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Quito,,,Ausencia de riesgo
3993,4/24/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Quito,,,Cobertura de contexto
1162,4/25/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Quito,,,Cobertura de contexto
1225,4/25/2025,Laboratorio,Retraso de 31s en la disponibilidad de resultados criticos,Medico,Quito,,,Eficiencia
1513,4/25/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Admision,Ambato,,,Eficacia
1545,4/25/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Manta,,,Eficacia
1775,4/25/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Quito,,,Ausencia de riesgo
2198,4/25/2025,Portal Citas,Tiempo de espera en el portal supera los 21s en horas pico,Admision,Quito,,,Eficiencia
2503,4/25/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Quito,,,Satisfacción
2643,4/25/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Cuenca,,,Eficacia
2937,4/25/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Quito,,,Ausencia de riesgo
3001,4/25/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Enfermeria,Cuenca,,,Eficacia
3244,4/25/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Quito,,,Satisfacción
3856,4/25/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Quito,,,Ausencia de riesgo
1030,4/26/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Guayaquil,,,Eficacia
1547,4/26/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Quito,,,Ausencia de riesgo
1848,4/26/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Quito,,,Eficacia
1865,4/26/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Paciente,Quito,,,Ausencia de riesgo
2746,4/26/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Guayaquil,,,Eficacia
3055,4/26/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Quito,,,Eficacia
3375,4/26/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Ambato,,,Eficacia
1678,4/27/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Guayaquil,,,Eficacia
2042,4/27/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Admision,Cuenca,,,Eficacia
2147,4/27/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Cuenca,,,Eficacia
2678,4/27/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Ambato,,,Eficacia
2774,4/27/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 16s,Medico,Cuenca,,,Eficiencia
2811,4/27/2025,HCE,Nota de evolucion tarda 23s en guardarse,Enfermeria,Cuenca,,,Eficiencia
2891,4/27/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Guayaquil,,,Ausencia de riesgo
3032,4/27/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Guayaquil,,,Eficacia
3121,4/27/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Guayaquil,,,Eficacia
1119,4/28/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Quito,,,Eficacia
1399,4/28/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Guayaquil,,,Ausencia de riesgo
